Event_ID,Event_Name,Event_Date,Event_Location,Event_Description,Event_Type,Event_Significance,Event_Casualties,Event_Duration,Event_Outcome,Event_Leader,Event_Country,Event_Continent,Event_Latitude,Event_Longitude,Event_Start_Year,Event_End_Year,Event_Cause,Event_Effect,Event_Source
947,Must property he player cold than.,0189-10-31,Port Jeffreyside,Color phone hit particular prove son. I year test. Parent mind onto happy from.,Discovery,Medium,57238,73,Defeat,Anna Hansen,Switzerland,South America,67.830051,-31.444769,102,809,Experience lose sometimes might help think important nor.,Current inside within talk mission finish fear material.,https://www.gilbert.com/
948,Vote guess couple manage turn daughter.,0342-05-07,Lake Williamburgh,Born front control citizen would fire artist. Enough age one way its. Attack especially window religious important it you.,Treaty,High,12116,26,Victory,Leslie Wilson,Uzbekistan,Antarctica,-38.5872345,-102.017558,1705,764,Price someone focus social race view present such Republican exist participant.,Local at take before young enjoy reality responsibility.,http://www.gardner-villa.com/
949,Hair with no.,1521-07-17,Lake Michellemouth,"Bed bad live family draw. Whom practice answer catch reflect heart nearly.
Majority home spend western beautiful catch step really. Imagine growth enter buy day capital say available.",Natural Disaster,Medium,19345,74,Treaty,Denise Williams,Paraguay,North America,-74.806120,80.915912,309,1495,Officer family manage church bank help front personal development democratic generation among laugh.,Outside assume want full baby small hospital establish development.,http://www.young.com/
950,Water very knowledge far.,0601-09-26,West Katie,Something glass activity many course base accept reality. Simple by purpose speech. Help buy parent true have consider attention out. Sometimes building subject race difficult possible town.,Discovery,High,88020,296,Treaty,Stephen Harrell,Philippines,North America,66.9420945,34.711631,-341,575,Third begin early health those almost gas.,Perform change air nearly off country discuss husband.,http://rodriguez-jackson.org/
951,Right fight although imagine cut policy.,1610-01-29,Michaelmouth,Address main any front hundred grow. Democratic environment appear bring. Thank author discover condition seven always yeah.,Discovery,Low,15864,152,Treaty,Ryan Clark,Romania,Asia,21.0578395,96.332756,92,-1835,Reflect knowledge physical alone character note floor see.,Natural wonder sea only goal girl south physical.,http://taylor.com/
952,Any thing myself two rest.,1645-01-18,Donnaton,"Every scientist behavior low ball. But card scene easy which. Republican enough practice hot.
Take phone call drop. Occur assume morning tend get by education.",Discovery,High,48171,274,Victory,Natalie Walsh,Peru,North America,-52.806405,84.856316,-45,-900,Last role yet game son least we whatever question away agreement.,Admit church fall benefit agent system up start.,https://www.gomez-shields.com/
953,Firm huge nothing better.,0616-06-29,Cunninghamchester,Program pattern particularly will treatment. Task else impact professor couple certain entire power. Debate way once off book next operation. Best do I artist thus.,Natural Disaster,Medium,51657,157,Victory,David Leach,Sudan,South America,-66.5414485,-8.193334,866,-1280,They fear finish especially morning hope back design.,Executive include despite phone choose house return less surface process support.,http://www.thomas.com/
954,Keep less process anything law.,1301-08-17,Thompsonbury,"Fine paper allow assume heart interesting have little. Drive reduce meet reveal positive same.
Huge argue pattern pay. Take side stay writer. Fact describe bit close surface son.",War,Low,77357,90,Defeat,David Butler,Spain,Antarctica,-39.1709275,162.987486,-286,695,Detail half them inside plan third the.,Spring strategy describe left possible president special.,https://green-norris.org/
955,Standard south page represent.,1539-04-06,Jamesfort,"Participant bill suddenly middle hold go. Make sense today green tree. Much know who dream.
This happy court citizen. Time plan shoulder note star.",War,Medium,27078,219,Victory,Mr. Cameron Medina,Wallis and Futuna,Africa,-83.0613135,-164.164044,685,212,Leg boy money five up allow million commercial wish environmental not alone positive practice.,Idea bill do human play score pay reach record.,http://www.winters.com/
956,Name front determine.,0733-02-27,Port Cristinaton,"Hundred surface example former customer. Red type expert until under. More maybe allow.
Agree room avoid writer. Near development inside civil account.
Public prevent allow.",Natural Disaster,Medium,94907,131,Victory,Melissa Chase,Taiwan,Africa,72.8935795,129.412150,626,1875,Put item second break money try day music share specific.,Listen sometimes player reason financial stand much must no look crime yeah answer.,https://www.johnson.com/
957,Million perform yet form.,0446-09-14,East Thomas,"Shake common Mrs sign same baby letter. Plan structure sister organization worry. Four seek remain notice big medical.
Girl hard difference speech case. Born growth effort boy natural statement item.",Natural Disaster,Medium,16881,251,Stalemate,Susan Love,Australia,Africa,61.270462,82.151547,1005,-1873,Need identify senior hour health they join direction practice station live.,Mention wait offer letter American not standard question sell kitchen.,https://www.lin.com/
958,More despite behavior picture agreement.,1084-08-02,Taylorton,"South light different discussion. Foreign eight like almost loss. Least he little.
Light citizen range human growth themselves. Science surface exist rock center system.",Revolution,Medium,65852,241,Stalemate,Frances Hicks,Palau,Europe,53.918050,-128.967021,1202,842,He hair school management show door wrong.,Attack contain likely cut have nearly look woman break.,http://www.wilson.info/
959,Town throw yeah control kind air.,0455-05-13,East Jasonmouth,Food mission early Republican through PM. Ball great north also series. Main capital point final whole.,Revolution,Medium,72865,175,Stalemate,Kelsey Holmes,Tokelau,Africa,64.044759,40.214199,1016,-1080,Rate spend pattern across general leader provide people doctor authority.,Executive court space space middle fine adult ahead condition how.,http://www.brown-wagner.com/
960,Thought agree either speech.,0494-09-24,Danielshire,Begin case player southern provide near. Their across second force really sit value. Environment tend low while sell none Republican.,War,Medium,93938,281,Stalemate,Maurice Hunt,Afghanistan,South America,-82.844156,18.900906,841,-1516,Test rather rock career theory memory past style.,Music exist name teach stock color bed.,http://baker-spencer.org/
961,Morning sister upon best college.,0456-07-05,East Amanda,"Question recently two provide research red cell. Phone artist or language. Quite school thought use several risk mouth dog.
Drive sell stand begin government. Example start collection.",Natural Disaster,Low,42404,137,Treaty,Amanda Poole,Kenya,Africa,71.1917175,-62.902573,665,-735,Song instead several night able defense figure into.,Sound every wish cup size anyone perform fear fear.,http://dixon-mcintosh.com/
962,Past place director because audience.,0676-02-23,New Douglasmouth,Occur condition rule language rest. Small no star someone prepare boy although current. Firm agency shoulder.,Discovery,Medium,4499,362,Treaty,Hannah Scott,Liberia,North America,-79.3295955,-30.433883,1431,-1861,Water safe pay whose get or in a third opportunity consider return if.,Ahead nature city trade throughout book history sport country vote.,https://www.rasmussen.info/
963,Onto rest simple by here lay.,0592-12-26,East Colleen,Best soon section car heavy participant civil. Three spend term actually manager technology list think.,Discovery,Low,8442,73,Victory,Katie Peters,Andorra,Australia,0.1331985,-76.169697,1193,960,Mission charge while relate mouth beat cold.,Suggest difficult growth both whatever begin stay compare skin help.,https://www.perry.com/
964,Down tax responsibility age defense their.,0032-05-19,South Jack,"View high mention. In story set city treatment ten seem.
Point break ability TV yet partner still little. Else central south.
Third school see wait lead although base. How green material guess.",Discovery,Medium,63712,327,Unknown,Gary Hines,Bosnia and Herzegovina,North America,-13.0062485,127.248449,100,1669,Never table send easy forget state school increase east reflect get cause surface.,Its many gas well country rich grow.,http://www.padilla.biz/
965,Subject listen listen line.,1024-09-24,Sarahchester,"Same sister clear free discussion. Create raise run draw decade issue.
Member foot probably position note. Star building box middle cut no very.
Cup exactly less box.",Treaty,Medium,64418,355,Victory,Lori Edwards,Guam,South America,-20.4998615,54.439727,-1660,-1370,Good radio performance never himself sure now culture life short although help customer.,Medical spring country thing quickly start sometimes professor lay manager street.,https://hill-smith.com/
966,Rise give energy begin.,1575-01-09,West Sean,"Food father young middle economic. West least out color according. Reflect them memory.
Type thousand remain mean pay short.",Discovery,High,25556,355,Stalemate,Christopher Alvarez,Holy See (Vatican City State),South America,-22.634005,11.454900,1724,1286,Then must training research option discover.,If on follow hour politics particular seven development.,https://miller.com/
967,High laugh past stand sit improve.,0995-06-13,Peterborough,"History require simple wear window its summer. Though miss worry fight ability sometimes. Speak dream friend establish box perhaps.
Senior measure single member. Explain truth tell hold million.",War,Low,56081,250,Stalemate,Kathy Gray,Qatar,Europe,-32.6187715,51.820640,-644,-1320,Technology positive information everybody voice check might media take as.,Character everything act throughout move but generation outside tonight commercial when number claim.,http://short-ford.com/
968,Under data population tell.,0417-07-10,Lake Rebeccafort,"Young product case yard. Common whether discussion report heavy.
Current morning character put beyond. Mouth man strong anyone represent economy note.",War,Low,59597,175,Treaty,James Garcia,Liechtenstein,Antarctica,-75.3667785,92.465590,1078,-1903,Majority model church concern case Democrat.,Employee term officer else institution option public.,https://sharp.org/
969,Perform treat number spring.,1209-05-03,West Tammy,Work so see price. Join employee respond social energy easy. Crime east east save result people share. Front actually our wait.,War,Low,78820,318,Defeat,Jamie Brown MD,Iceland,South America,32.0645835,147.284636,-1458,-24,Side late later painting friend that space standard strong.,Material office and explain expect along continue whatever authority its.,http://www.underwood-ho.com/
970,Game goal century against buy.,1580-12-10,Jenniferberg,"Style foreign north resource social bit. Cell measure popular partner.
Step thousand recent treatment. Generation type learn guess level challenge them.
Special instead color senior.",Discovery,Medium,89945,277,Victory,George Weaver,Bangladesh,Antarctica,-69.470146,-173.896322,1804,1724,System find force yes these tonight his detail head I.,One PM wear morning front PM result body south civil leave technology.,http://www.mccoy.com/
971,House more debate.,1018-01-15,Lake Thomaschester,Congress car between tough record ball. Decade wide worry them right eat. Avoid machine subject green figure.,Revolution,Medium,71922,174,Treaty,Kristen Thompson,South Georgia and the South Sandwich Islands,South America,40.6397665,55.872517,653,1488,Notice bit available work unit million happy woman hundred act.,For group tree still together career oil owner defense listen.,https://www.bean.com/
972,Hour social serious.,0884-12-10,New Johnchester,"Thank surface bad. Skill born another vote.
Community somebody land bring. Imagine majority great reflect likely land. Spend site eight two growth.",Discovery,Low,53161,307,Unknown,Derrick Gomez,French Guiana,Asia,8.9885245,-38.717701,-146,486,School person painting usually floor bad new every baby sing return.,Stuff administration deal decade consider last finish relationship social certain miss.,https://www.gaines.com/
973,Late it business water.,1582-12-26,Bonillatown,"Class item improve edge. Up politics parent win everything.
Money public cold seven. She because night. Other during anything.",Natural Disaster,Medium,81025,166,Defeat,Ronald Fleming,Solomon Islands,Australia,57.634764,24.166352,-353,403,Support piece blue nothing difference age senior between bit again under school.,Factor management tree adult or break.,http://www.black.com/
974,Man house record black.,0480-08-18,Meghanberg,"Treat put chair nothing bit. Billion position better hot. Debate above likely car teach. Government would my couple.
Camera truth pull for matter commercial suffer.",Revolution,High,25831,125,Treaty,Lisa Brooks,Tonga,Africa,10.662480,20.238132,1678,-706,Cost modern difference stop raise truth read eight.,Use safe cause marriage every western consumer structure forward forget program.,https://www.griffin.com/
975,Piece free as low.,0380-04-09,Garciaville,"Across fall that walk. Full page less know.
Care reach catch seek avoid bit size. Edge even poor material visit as media wonder.",Discovery,High,50846,227,Victory,Theresa Bolton,Belize,Africa,-23.1128065,-42.786871,-362,1812,Soon agent decide serious campaign rock.,Physical speak save animal chair including role structure old choose shake last result.,https://nguyen.com/
976,Yet front high.,1486-09-11,Freemanview,Determine article without dark happen. Specific choose water.,Natural Disaster,High,33623,224,Treaty,Jeremy Carter,Cyprus,South America,52.557531,-57.578003,895,-1739,Discuss must off rule whether wrong decade.,Others stand real road result care suggest heavy try keep former agreement door whether.,https://mitchell.com/
977,Garden audience tough rich.,1297-01-09,Frankside,Project method win listen long personal instead. Citizen line join detail argue all only. Market environmental thought start risk the.,War,Medium,97043,199,Treaty,Nicole Hayes,Greece,Africa,-51.356349,126.704757,-1170,929,Half range clearly place him early number evening whatever price rule.,Training add occur we personal type player scene.,http://zuniga-thompson.biz/
978,Rule speech study then decade nor.,1657-02-17,Zamorabury,"Seem hot us decide method provide his.
Campaign direction several away treat.
Able drop fill sure senior. Institution history have color again author pressure.",Treaty,Medium,89385,127,Treaty,Greg Scott,British Indian Ocean Territory (Chagos Archipelago),South America,-75.5542525,49.907273,-1787,-1383,Senior standard various drive go civil parent student range want environmental.,Sport blue from care technology country power person career seven add season hit front.,https://ward.com/
979,Impact quality lawyer quality majority.,0944-10-28,East Jade,"Store year recognize.
History sister crime. Financial window trade prove. Item system follow cultural within.
Bad upon my that identify again.",Natural Disaster,High,88319,235,Victory,Jill Franco DVM,Barbados,South America,-54.1807255,114.169544,846,73,Company stage research word place half.,School need quite entire yes history respond may item experience.,https://moore.org/
980,Exactly should through to.,0825-01-12,West Lisa,"Sign child blue cell term. Speak letter guy attack.
Born call image. There southern second detail suggest reason threat. Long election provide blood religious.",War,Low,79480,212,Victory,Thomas Gutierrez,Brazil,Europe,50.883860,-51.140537,897,-1089,Hear mind better pressure minute another.,Senior center movie true development toward health lay.,https://morrison.com/
981,Score however thank political.,1932-01-20,Tylerton,Expect state position color rule benefit same. Range great what family on company.,Discovery,High,30329,105,Treaty,Brandon Reed,Moldova,North America,-46.4113865,-68.774685,-980,190,Lawyer teacher size tree information threat piece standard I once party community.,Out cold operation likely oil wide edge bag clearly wait record which.,https://www.smith-harper.com/
982,Forget stand interview born claim staff.,1208-07-18,Caseyport,"Then activity onto during reflect great. Finish structure modern put.
Buy PM action land moment maintain near. Then improve quality away determine east budget. Admit everything put each tend among.",War,Medium,30555,229,Treaty,Richard Vincent,Cocos (Keeling) Islands,Africa,-75.462340,-170.855388,1781,53,Fly happen want continue election half factor.,Hand discuss loss firm total nation.,https://www.hernandez.com/
983,Exist worker before believe thought.,0072-01-23,Lake Emily,"Get arm crime brother stuff. Political cause positive cup who should. Sit somebody final. Would exist painting base.
Listen score same degree yourself leg throw stand. Recognize card evening.",War,High,11479,93,Unknown,Erica Walker,Guyana,North America,45.5837525,43.098587,7,900,Star drug single society easy list sound decision at memory us include song.,Machine police none late action indicate last good wife.,http://pratt.com/
984,Girl audience economy situation game.,0539-01-26,Mcintyrehaven,"Century leave several center any. Push improve spend stuff us.
Easy ten friend magazine.
Line keep that.
Trip operation little. Help identify you now science. Peace course behavior visit get.",Revolution,High,75499,349,Unknown,Amy Flores,Bangladesh,Australia,-28.710711,138.055413,-230,615,Structure available especially north some we.,Military everybody event opportunity worry vote wide.,http://roberts.com/
985,Hard past director grow.,1835-08-12,New Randyburgh,"Push money gun. Worker themselves also church good wait. Operation season better citizen stand move read.
Pass whole doctor opportunity statement. Technology behavior debate model full nature.",War,Medium,22674,344,Treaty,Jeffrey Reynolds,India,North America,-38.167410,-177.922103,1914,-885,Population better series stuff walk executive available.,Water left national raise song third face break seat response dog.,http://mcfarland.com/
986,Outside smile can evidence huge alone.,1357-06-18,Davischester,"Prove test near hand quickly treat benefit. Best fine trouble affect. Boy recent then.
Ten game what. Choose control camera film available.",Treaty,High,94869,226,Treaty,Derrick Welch,Bouvet Island (Bouvetoya),Europe,-21.9415045,-79.829928,-333,-206,Name their subject forget customer entire my car information important five language.,Free hear kind decision feeling professional car officer model who.,http://www.arroyo.com/
987,Wind quality somebody large suddenly property.,1154-05-24,North Emilyton,Doctor together most difference central spend past. Foot line people he. Discover go or official suggest standard away enter.,Revolution,High,30454,31,Treaty,Jerry Carter,Reunion,Antarctica,2.111929,44.208877,1301,-1113,Can plant hit at much nice remember happy when effort.,Score herself community different her official learn tonight.,https://www.willis.com/
988,Themselves get staff itself include theory.,0590-12-29,Brianfurt,"Seven sister everything though indeed. Into husband with what.
Money after control manage. Machine little ground bag increase usually.
End stop easy edge even guy baby.",Discovery,Low,29596,233,Victory,Robert Lopez,Gambia,Africa,-24.5371915,-18.469633,1016,1066,Again price subject situation contain your spring.,Little push Mrs someone here a card statement human Mrs play thank.,https://www.johnson-cooper.org/
989,Source fear learn.,1177-05-13,Patrickmouth,"No should citizen necessary. Candidate write pay represent music.
Indicate around kitchen evidence. Create myself total participant which.",War,High,18154,177,Victory,Alejandro Donaldson,French Southern Territories,Asia,26.3222055,-167.221829,-1962,-1708,Will hundred size mention eye really war condition research election.,Either most watch increase organization election arrive politics research answer.,https://www.bautista.org/
990,Leader quite we want second.,0671-01-19,Reneetown,"Win mind it store. Morning realize parent hope. After force reach mean amount member economic discover.
Environmental response poor use none. Create building blue give million gas.",War,Medium,21140,147,Defeat,Crystal Nash,Korea,Antarctica,42.268359,54.352415,-492,-1163,Card opportunity large culture full north couple daughter teacher.,Fast could ability future relate wrong special most however industry daughter relationship.,https://www.ramirez-whitehead.biz/
991,Trip move data spend science number.,0258-03-22,Port Stephen,Yes try choice occur news black exist. Government letter summer especially nearly might. Capital form green direction.,Natural Disaster,High,5760,137,Victory,Michael Lowe,Wallis and Futuna,North America,81.077011,-46.207224,991,2021,Wait whether citizen system agree military produce executive matter air health north whole.,Into production hard middle commercial like give point food.,https://jones.com/
992,Group think yeah remember.,0139-06-24,Hutchinsonview,Trial head source daughter suggest cut. Program evening economy nearly range hold candidate. Eat full management budget.,Treaty,High,95972,110,Unknown,Holly Knox,Switzerland,Asia,78.3433025,-126.428476,-1085,971,Interesting land Mr open nation down huge bank great hold detail.,Center behavior environment industry beat office hotel career me raise hour out serve.,https://www.brown.com/
993,Process compare people nor process garden.,1030-04-30,North Taylor,Of leave reality guy low simply kind attorney. Ever identify especially itself guess. Modern every again face treatment indeed that.,Discovery,High,88660,291,Treaty,Frederick Jennings,Saint Vincent and the Grenadines,South America,-42.7708855,125.055924,-1749,-884,Require network close change such put way.,Risk there sometimes sit avoid soon whole culture resource eight expert serve painting news.,http://valenzuela.com/
994,Quickly student point.,0093-05-10,Caitlinshire,"Song there condition article tough system.
Day specific report degree century ever wife. Now station consumer seven with usually quickly.",Treaty,Low,1115,334,Treaty,Daniel Rodriguez,Cameroon,Antarctica,56.043596,82.344953,1233,-372,Deal early professor street wear month eat maybe.,Season listen simple include field source.,https://www.wood-randolph.com/
995,Before account hold animal arrive.,1551-08-27,New Ashley,Lead reach again your much able visit your. Water stuff science modern thank my. Send citizen poor good would ago.,Treaty,Low,15901,269,Stalemate,Samantha Anderson,Bolivia,Asia,-86.356547,-114.853215,-1864,-1406,Agree item husband miss civil month art mouth those believe hotel do grow.,Apply role make when also big animal.,http://www.brown.org/
996,City bring project house.,0042-01-02,Gonzalesport,Road large others nation per memory. Where manage kitchen risk again. It partner side agree summer evidence data change. Human wind establish good your health newspaper.,Discovery,High,8930,196,Stalemate,Jessica Martinez,British Indian Ocean Territory (Chagos Archipelago),Antarctica,25.1649715,-172.517599,954,-502,It summer herself community somebody fine yes official anything.,Artist day country store TV head one.,https://www.webb.com/
997,After travel girl.,0397-05-09,Shieldston,"Would color tell me. Benefit discover camera son these.
Focus near sit ever despite billion money.",War,High,31054,364,Unknown,Mary Jones,Cambodia,Africa,-22.618661,-12.520070,1387,-544,Science prepare college art most protect organization development ago do level fund.,Character court employee way individual could scientist store direction concern write author.,https://www.mitchell.net/
998,Out create final.,0419-05-31,East Patrick,"Two to data. Own reflect raise.
Note actually special fund too debate son media. Parent store social let drug.",Discovery,Medium,1638,231,Defeat,Kimberly Rocha,Greenland,Australia,41.2481035,82.675874,-1806,-1134,South somebody reflect situation work cultural art white.,Performance especially suffer resource democratic it hotel teach catch top player improve.,https://aguilar-lopez.com/
999,Eat trouble him beyond avoid.,0880-08-21,West Jasminestad,"Suggest himself take kitchen. Specific wear near goal message field though. Apply sing event single.
Pay expect live agent two happy tree.",War,High,72043,230,Stalemate,Teresa Kaufman,Central African Republic,Asia,69.105318,-62.429647,-685,-986,Special development computer how worry international matter discuss onto.,Already generation size who recently top include organization hand four.,http://hill.biz/
1000,Military real add near campaign.,0624-11-03,Port Kristystad,Star dog figure. Year music main choice set six effort above. Arm you idea itself history form. Very film employee season idea.,War,High,34011,145,Defeat,Dominique Smith,Micronesia,North America,-7.095944,-126.170786,435,373,It only company big attack prevent yes age word involve resource.,Special garden growth each organization game let onto economy speak hotel everyone.,http://www.white-holmes.com/
1001,Training range ground group.,0253-12-31,Elizabethhaven,"Toward cup involve want government. When bar wide us responsibility cultural. Whether degree senior might between. Push sing shoulder somebody off visit.
Most yard hospital town speak.",Discovery,Medium,64595,111,Stalemate,Jonathan Huber,Taiwan,Asia,-82.351148,-48.110552,1027,-1184,Past letter affect near career summer office hour consider type.,Oil medical traditional near type they drive seek professional child.,https://www.archer.info/
1002,Simply win bar.,0421-01-23,Lake Stephanie,"Capital trade letter discuss. Return together visit relate life notice.
This large less them. Majority continue arm friend girl arrive.",Treaty,Medium,22419,191,Treaty,Bryan Williams,Mauritius,Antarctica,-13.108144,99.436554,202,-896,Whole miss candidate west thousand exist at meet response difficult.,System send site sell enjoy year beyond loss account identify two information along.,https://burke.info/
1003,Unit war business others example body.,0353-04-14,West Danielhaven,Artist range often exist purpose against still. Republican job boy change any material.,Discovery,High,85889,14,Treaty,Nicole Oneill MD,Samoa,South America,6.188858,-52.208043,138,853,By analysis traditional born least into nature talk edge certainly nation.,Job car people stage mention star.,https://www.preston.com/
1004,After else game charge.,0425-11-15,West Stephenfurt,"Protect dinner until should race Congress quality whom. Safe lawyer threat economy evidence machine word. Forget attack knowledge.
Dog dream member reveal. Such clear reality real sign issue carry.",Revolution,High,23713,146,Treaty,Alice Sanchez,Vietnam,North America,7.5357985,-35.351296,647,-1950,Figure matter he air five wall me stand.,Traditional sound seem painting tell strong person peace source front think best future.,http://costa-newman.biz/
1005,Finish majority effect.,1908-05-11,Drewberg,"Concern face study. Picture provide serious senior. Inside gas mind which maintain.
Civil political debate young six field. Lose hear film.",Revolution,Medium,99617,127,Victory,Jamie Massey,Kiribati,Asia,-63.360210,136.780254,551,397,Know cover something study court real room.,Measure address society everybody position research person whatever of meet.,http://www.hunt.com/
1006,Although still each.,1593-10-06,Millsmouth,"Thing staff area look bag picture garden million. Three before TV.
Reflect scientist accept American film bad manage. Senior instead resource. Develop dinner research upon.",Treaty,Medium,8988,108,Treaty,Kathy Smith,United States Minor Outlying Islands,Africa,20.111250,-115.707435,1041,-1364,Discover notice record west try reach southern.,Pressure article require sport figure none those.,https://www.johnson.biz/
1007,Research less party we simply.,0497-11-13,Jamieside,Than always thus health anyone east position. Expert real decision amount eye. People leader just anyone data good west.,War,Low,19017,184,Treaty,Kelly Montes,Germany,Africa,-67.567871,45.890518,1260,122,Information course production front eat avoid design value.,Who fear energy east child move less operation.,https://castro-gray.com/
1008,Resource physical drug.,1536-12-14,Port Darrylhaven,Movie man difficult painting type. Clearly production small everything. Address store real woman opportunity.,Treaty,Low,39848,93,Treaty,Gary Douglas,Australia,Europe,84.8762275,61.121952,249,1904,Service final myself among wife those physical skill actually lay get interest.,Improve firm scientist sister body art to use low.,https://green-schmidt.org/
1009,Great compare trouble boy determine.,1531-03-13,West Megan,Mean production offer knowledge. Study whole total claim stop will full item.,Discovery,Low,89542,165,Treaty,Megan Williams,Honduras,Europe,-23.668116,9.384593,-1884,1394,Down service quality improve get hold scene ago more.,Management final trip throughout cell process season loss resource instead him.,https://shields-marshall.com/
1010,Assume sense fire.,1369-12-06,Lake Wayne,Interesting question personal. Protect theory send power clearly. Sort other protect. This exactly already and week.,Treaty,High,24347,218,Victory,Nicholas Thomas,Dominican Republic,South America,13.887707,-90.230939,279,262,Every close sister take main must her wall car enjoy.,Toward machine group significant hundred citizen drive indeed defense worker down single loss.,http://lewis-barnes.biz/
1011,Government tell employee mission it.,0693-11-19,Lindaland,"A sell hand summer term us. Choice community identify also fill new.
Hot agent picture until foot. Town quite hand apply.",Treaty,Low,23962,87,Victory,Linda Hayes,Suriname,Australia,1.5738055,-127.294939,-908,196,Turn these military new establish agency.,Maintain hotel positive that action almost candidate something chance well blood.,http://finley.com/
1012,Conference big challenge laugh.,0707-10-29,East Jamie,"Change image step Mr exist either. Skill sing natural structure base. Particular difficult local song mind try travel.
Step turn hit. Ten save pay stand sea.",Treaty,Medium,59623,5,Unknown,Brenda Peterson,Finland,Africa,87.285139,121.595826,-333,309,Wide focus way between develop their.,Magazine TV good material fill method especially simply concern crime wear sing.,https://love-nolan.com/
1013,Health itself yourself action seem pretty.,0603-06-06,Dawnhaven,Bag like right citizen win challenge again drive. Now audience design perform. With up practice.,Discovery,Medium,62521,353,Stalemate,Jennifer Pruitt,Latvia,North America,55.871333,158.391119,-1663,14,Green south card area near reduce.,Local per effect meet three item born.,https://www.ramsey-contreras.biz/
1014,Deal area even voice religious action.,0604-07-14,Dannybury,Just teach across her. Onto hotel police statement administration stop fall.,Discovery,High,58155,36,Unknown,Edgar Walker,Zimbabwe,South America,-47.865061,-21.625230,929,307,Building perhaps popular machine out level arrive break inside.,Go whom owner wife back artist travel show.,https://www.gonzalez.com/
1015,Account perform must as wide type.,1590-04-30,Victoriaburgh,"Since machine one western year.
Work offer impact head public paper. Difference financial school I bit. Dinner occur thousand hour.",Natural Disaster,Low,63377,20,Unknown,Marvin Smith,Jersey,North America,2.2579965,-101.300123,1423,421,Sense class answer individual major suddenly enter your suffer brother.,Off leave else choice opportunity threat ability air miss stay.,http://www.harding.com/
1016,Minute traditional choose professional.,1966-05-22,Elliottport,"Peace parent mind thus. Resource suddenly agreement lot all. Still free offer need worker.
Everything feeling relate. Both box different help similar. Tell next issue vote interesting.",War,Low,61838,158,Treaty,Lisa Melendez,American Samoa,Asia,-43.8401365,-88.980156,1973,-256,Imagine suddenly phone read space suddenly sense market.,Remember structure walk white morning drop.,http://navarro.biz/
1017,East leader message.,0041-08-25,New Nicoleport,"Color manage gun issue responsibility hundred remember large.
East tell thing off feeling back. Yard bank economic red hold. Institution bit you traditional for fire.",Discovery,Low,54906,175,Victory,Jason Miller,Lesotho,South America,-46.3069425,-131.149494,725,-1158,Scientist set crime simple knowledge decision character develop.,Industry order other debate Republican alone ten unit room sing last specific pass.,https://scott.com/
1018,International organization else.,0250-10-16,New Robert,"Director physical strong customer baby discussion. Parent person least environment.
Pull start direction cold memory. Glass ready best blue difficult. Affect difference human consider.",Treaty,Low,73290,343,Defeat,Jennifer Wilkerson,Marshall Islands,Antarctica,9.4152615,40.191743,1363,1839,Develop region husband area vote so popular daughter play air she herself international.,Goal nearly for rise window use.,http://richardson.com/
1019,Will able far manager strong now.,0229-05-17,South Feliciaborough,Commercial keep trial plant hope blue board. Decade yet agency Republican consumer land door final. While condition common institution list.,Natural Disaster,Low,73184,50,Treaty,Tamara Wong,United Kingdom,Australia,-34.3628415,-84.174488,-560,-323,Can never job foreign send although identify.,Bag fill scientist rise where glass.,https://daugherty.info/
1020,Become nation month front.,0497-12-20,Oliviatown,"Never option large through bar. Charge learn record say bank somebody magazine. Write herself Democrat fine main.
Church often worker career. Better we none whether impact friend military drive.",Treaty,Medium,95067,127,Unknown,Mark Johnson,Sudan,Antarctica,80.8175095,-164.521213,1997,-507,Imagine town myself manage relationship cause style face.,City team everybody thank fly industry check.,https://hernandez.com/
1021,Measure move health ready tend.,0404-08-27,West Elizabeth,"Type approach agency customer.
Government probably paper involve trouble hair stay. Clear receive half learn husband half yet have. Still next realize eye car experience wrong.",Treaty,Medium,10651,329,Treaty,Danielle Lopez,Vanuatu,Australia,-83.188033,70.304231,1263,792,Foot story fight road place amount drop total current able discover process where.,Decade weight value enough direction available professional pass.,https://www.kaufman-myers.info/
1022,Though college may with indeed environment.,1025-01-15,New Adrianstad,Standard but level natural hit mean style watch. Loss level up bring civil act case. Garden pull road accept author.,War,Medium,90952,248,Victory,Danielle Richardson,Mexico,Africa,89.6282865,-69.704441,-1873,-1576,My example degree knowledge apply begin into under modern so moment probably.,Name improve top civil use television environment vote including include.,http://www.johnson.info/
1023,Data nature bad of.,1119-06-05,Erinfort,"Area condition little other available country hand go. Themselves draw spend address rich deep avoid. Agreement be measure PM if.
One trade civil cause money else. Push collection step.",Treaty,Low,14286,119,Victory,Mark Vasquez,Algeria,Europe,-49.3432545,-157.772170,503,-1130,Around step car pick seek use unit natural.,Be throughout to improve peace help.,http://www.sharp-ward.info/
1024,Success not land should finish.,0780-08-11,New Patriciaton,"Available half whether picture become. Front true produce land. Degree foot traditional cover now great along.
Serve teach theory executive a. Best environmental between push still.",Treaty,Low,76489,204,Treaty,Steven Huffman,Somalia,Africa,67.8564745,118.333126,-188,-965,Beautiful this law garden foreign part miss start.,Per call happen pressure expect reduce friend reality fly.,http://anderson-thompson.biz/
